IdRecipe;TitleEN;TitleFR;Source;LocationArea
37;aloo aur kaddu ki subzi;aloo aur kaddu ki subzi;TARLA_DALAL;Indian Subcontinent
38;aloo aur shakarkand ki chaat;aloo aur shakarkand ki chaat;TARLA_DALAL;Indian Subcontinent
39;aloo bahaar;aloo bahaar;TARLA_DALAL;Indian Subcontinent
40;aloo baingan subzi;aloo baingan subzi;TARLA_DALAL;Indian Subcontinent
41;aloo beans subzi;aloo beans subzi;TARLA_DALAL;Indian Subcontinent
42;aloo beetroot paratha;aloo beetroot paratha;TARLA_DALAL;Indian Subcontinent
43;aloo bhath;aloo bhath;TARLA_DALAL;Indian Subcontinent
44;aloo capsicum special;aloo capsicum spécial;TARLA_DALAL;Indian Subcontinent
45;aloo chaat;aloo chaat;TARLA_DALAL;Indian Subcontinent
46;aloo chapati;chapati d'aloo;TARLA_DALAL;Indian Subcontinent
47;aloo curry;curry d'aloo;TARLA_DALAL;Indian Subcontinent
48;aloo dumwale;aloo dumwale;TARLA_DALAL;Indian Subcontinent
49;aloo gobhi;aloo gobhi;TARLA_DALAL;Indian Subcontinent
50;aloo gobi ka pulao;aloo gobi ka pulao;TARLA_DALAL;Indian Subcontinent
51;aloo gobi ke parathe;aloo gobi ke parathe;TARLA_DALAL;Indian Subcontinent
52;aloo gobi methi tuk;aloo gobi methi tuk;TARLA_DALAL;Indian Subcontinent
53;aloo gobi mutter;aloo gobi nut;TARLA_DALAL;Indian Subcontinent
54;aloo gol matol;aloo gol matol;TARLA_DALAL;Indian Subcontinent
55;aloo hara masala;aloo hara masala;TARLA_DALAL;Indian Subcontinent
56;aloo jeera gobi;aloo jeera gobi;TARLA_DALAL;Indian Subcontinent
57;aloo ka bomb;aloo ka bomb;TARLA_DALAL;Indian Subcontinent
58;aloo khaas;aloo khaas;TARLA_DALAL;Indian Subcontinent
59;aloo ki puri;aloo ki puri;TARLA_DALAL;Indian Subcontinent
60;aloo ki subji;aloo ki subji;TARLA_DALAL;Indian Subcontinent
61;aloo ki tikki;aloo ki tikki;TARLA_DALAL;Indian Subcontinent
62;aloo kurkure;pickle d'aloo;TARLA_DALAL;Indian Subcontinent
63;aloo laajawaab;aloo laajawaab;TARLA_DALAL;Indian Subcontinent
64;aloo masala chaat;aloo masala chaat;TARLA_DALAL;Indian Subcontinent
65;aloo matter;matière d'aloo;TARLA_DALAL;Indian Subcontinent
66;aloo mazedar;aloo mazedar;TARLA_DALAL;Indian Subcontinent
67;aloo methi;aloo methi;TARLA_DALAL;Indian Subcontinent
68;aloo mutter;noix d'aloo;TARLA_DALAL;Indian Subcontinent
69;aloo mutter korma in white gravy;aloo mutter korma en sauce blanche;TARLA_DALAL;Indian Subcontinent
70;aloo mutter moghlai;aloo mutter moghlai;TARLA_DALAL;Indian Subcontinent
71;aloo mutter tariwale;aloo nutter tariwale;TARLA_DALAL;Indian Subcontinent
72;aloo palak;aloo palak;TARLA_DALAL;Indian Subcontinent
73;aloo palak roti;aloo palak roti;TARLA_DALAL;Indian Subcontinent
74;aloo parantha;parantha d'aloo;TARLA_DALAL;Indian Subcontinent
75;aloo paratha;aloo paratha;TARLA_DALAL;Indian Subcontinent
76;aloo paratho;aloo paratho;TARLA_DALAL;Indian Subcontinent
77;aloo pethe ka saag;aloo pethe ka saag;TARLA_DALAL;Indian Subcontinent
78;aloo poshto;aloo poshto;TARLA_DALAL;Indian Subcontinent
79;aloo posto;aloo posto;TARLA_DALAL;Indian Subcontinent
80;aloo roti roll;rouleau de roti aloo;TARLA_DALAL;Indian Subcontinent
81;aloo tikki;aloo tikki;TARLA_DALAL;Indian Subcontinent
82;aloo tikkis;aloo tikkis;TARLA_DALAL;Indian Subcontinent
83;aloo tuk;aloo tuk;TARLA_DALAL;Indian Subcontinent
84;aloo-65;aloo-65;TARLA_DALAL;Indian Subcontinent
85;aloomethi paratha;paratha d'aloomethi;TARLA_DALAL;Indian Subcontinent
86;aloowali roti;roti aloowali;TARLA_DALAL;Indian Subcontinent
87;alu bhat;alu bhat;TARLA_DALAL;Indian Subcontinent
88;alu cheese parathas;parathas au fromage d'alu;TARLA_DALAL;Indian Subcontinent
89;alu dum;alu dum;TARLA_DALAL;Indian Subcontinent
90;alu dumwala;alu dumwala;TARLA_DALAL;Indian Subcontinent
91;alu methi;alu methi;TARLA_DALAL;Indian Subcontinent
92;alu tikkies;alu tikkies;TARLA_DALAL;Indian Subcontinent
93;american chopsuey;côtelette américaine;TARLA_DALAL;Indian Subcontinent
94;amiri khaman;amiri khaman;TARLA_DALAL;Indian Subcontinent
95;amlana;amlana;TARLA_DALAL;Indian Subcontinent
96;amrit modak;amrit modak;TARLA_DALAL;Indian Subcontinent
97;amritsari gobi mutter;amritsari gobi nutter;TARLA_DALAL;Indian Subcontinent
98;amritsari paneer fingers;doigts de paneer amritsari;TARLA_DALAL;Indian Subcontinent
99;anardane te phudine ki chutney;anardane te phudine ki chutney;TARLA_DALAL;Indian Subcontinent
100;andhra mysore rasam;andhra mysore rasam;TARLA_DALAL;Indian Subcontinent
101;andhra style okra fry;okra frit style andhra;TARLA_DALAL;Indian Subcontinent
102;angoor ka murabba;angoor ka murabba;TARLA_DALAL;Indian Subcontinent
103;angoor ka sherbat;angoor ka sherbat;TARLA_DALAL;Indian Subcontinent
104;angoor ka sherbet;angoor ka sherbet;TARLA_DALAL;Indian Subcontinent
105;angoori rabdi;angoor rabdi;TARLA_DALAL;Indian Subcontinent
106;anjeer and dates barfi;anjeer et dattes barfi;TARLA_DALAL;Indian Subcontinent
107;anjeer halwa;anjeer halwa;TARLA_DALAL;Indian Subcontinent
108;appam;appam;TARLA_DALAL;Indian Subcontinent
109;apple and mint chutney;chutney aux pommes et à la menthe;TARLA_DALAL;Indian Subcontinent
110;apple halwa;halwa aux pommes;TARLA_DALAL;Indian Subcontinent
111;apple ka halwa;ka halwa aux pommes;TARLA_DALAL;Indian Subcontinent
112;apple kheer;kheer aux pommes;TARLA_DALAL;Indian Subcontinent
113;apple phirni;pomme phirni;TARLA_DALAL;Indian Subcontinent
114;apple sandesh;pomme sandesh;TARLA_DALAL;Indian Subcontinent
115;arabic salad;Salade arabe;TARLA_DALAL;Indian Subcontinent
116;arbi in spicy gravy;arbi dans une sauce épicée;TARLA_DALAL;Indian Subcontinent
117;arbi ka saag;arbi ka saag;TARLA_DALAL;Indian Subcontinent
118;arbi lajawab;arbi lajawab;TARLA_DALAL;Indian Subcontinent
119;arbi masala;arbi masala;TARLA_DALAL;Indian Subcontinent
120;arbi naveli;arbi naveli;TARLA_DALAL;Indian Subcontinent
121;arbi sarson;arbi sarson;TARLA_DALAL;Indian Subcontinent
122;arisi paruppu upma;arisi paruppu upma;TARLA_DALAL;Indian Subcontinent
123;asparagus fondue;fondue d'asperges;TARLA_DALAL;Indian Subcontinent
124;asparagus rolls;rouleaux d'asperges;TARLA_DALAL;Indian Subcontinent
125;atta ka sheera;atta ka sheera;TARLA_DALAL;Indian Subcontinent
126;atte ka malpua;atte ka malpua;TARLA_DALAL;Indian Subcontinent
127;aubergine and paneer curry;curry d'aubergines et de paneer;TARLA_DALAL;Indian Subcontinent
128;aubergine paratha;paratha à l'aubergine;TARLA_DALAL;Indian Subcontinent
129;aval payasam;aval payasam;TARLA_DALAL;Indian Subcontinent
130;avocado dip;sauce à l'avocat;TARLA_DALAL;Indian Subcontinent
131;avocado salad;salade d'avocats;TARLA_DALAL;Indian Subcontinent
132;baby corn hara masala;maïs miniature hara masala;TARLA_DALAL;Indian Subcontinent
133;baby corn paneer jalfrazie;bébé maïs paneer jalfrazie;TARLA_DALAL;Indian Subcontinent
134;baby mangoes in brine;bébés mangues en saumure;TARLA_DALAL;Indian Subcontinent
135;babycorn palak;palak de maïs;TARLA_DALAL;Indian Subcontinent
136;babycorn paneer masala;babycorn paneer masala;TARLA_DALAL;Indian Subcontinent
137;badaam shorba;badaam shorba;TARLA_DALAL;Indian Subcontinent
138;badam halwa;badam halwa;TARLA_DALAL;Indian Subcontinent
139;badam ka halwa;badam ka halwa;TARLA_DALAL;Indian Subcontinent
140;badam ka sheera;badam ka sheera;TARLA_DALAL;Indian Subcontinent
141;badam kheer;badam kheer;TARLA_DALAL;Indian Subcontinent
142;badshahi khichdi;badshahi khichdi;TARLA_DALAL;Indian Subcontinent
143;badushah;badushah;TARLA_DALAL;Indian Subcontinent
144;bafa dhoi;bafa dhoi;TARLA_DALAL;Indian Subcontinent
145;bafla bati;bafla bati;TARLA_DALAL;Indian Subcontinent
146;bagara baingan;bagara baingan;TARLA_DALAL;Indian Subcontinent
147;baghare baingan;baghare baingan;TARLA_DALAL;Indian Subcontinent
148;baigan bhurta;baigan bhurta;TARLA_DALAL;Indian Subcontinent
149;baigan ka bharta;baigan ka bharta;TARLA_DALAL;Indian Subcontinent
150;baingan bhaat;baingan bhaat;TARLA_DALAL;Indian Subcontinent
151;baingan bharta;baingan bharta;TARLA_DALAL;Indian Subcontinent
152;baingan mussalam;baingan mussalam;TARLA_DALAL;Indian Subcontinent
153;baked brinjals;brinjals cuits;TARLA_DALAL;Indian Subcontinent
154;baked chaklis;chaklis cuit au four;TARLA_DALAL;Indian Subcontinent
155;baked cheese and mushroom paranthas;paranthas au fromage et aux champignons cuites au four;TARLA_DALAL;Indian Subcontinent
156;baked coconut rice with curry;riz cuit au coco avec curry;TARLA_DALAL;Indian Subcontinent
157;baked dum gobi;dum gobi cuit au four;TARLA_DALAL;Indian Subcontinent
158;baked hare chane;lièvre cuit chane;TARLA_DALAL;Indian Subcontinent
159;baked kand;kand cuit;TARLA_DALAL;Indian Subcontinent
160;baked korma rice;riz korma cuit au four;TARLA_DALAL;Indian Subcontinent
161;baked methi muthias;muthias de methi cuites au four;TARLA_DALAL;Indian Subcontinent
162;baked papdi;papdi cuit au four;TARLA_DALAL;Indian Subcontinent
163;baked rasgullas;rasgullas cuites;TARLA_DALAL;Indian Subcontinent
164;baked ratatouille crepes in white sauce;Crêpes de ratatouille au four en sauce blanche;TARLA_DALAL;Indian Subcontinent
165;baked tortilla chips;chips tortilla cuites au four;TARLA_DALAL;Indian Subcontinent
166;banana and walnut starter;entrée aux bananes et aux noix;TARLA_DALAL;Indian Subcontinent
167;banana bonda;banana bonda;TARLA_DALAL;Indian Subcontinent
168;banana dosa;dosa à la banane;TARLA_DALAL;Indian Subcontinent
169;banana gnochhi in saffron sauce;gnochhi de banane en sauce safranée;TARLA_DALAL;Indian Subcontinent
170;banana lassi;lassi à la banane;TARLA_DALAL;Indian Subcontinent
171;banana methi thepla;banana methi thepla;TARLA_DALAL;Indian Subcontinent
172;banana pakoda;pakoda à la banane;TARLA_DALAL;Indian Subcontinent
173;banana pepper wafers;gaufrettes banane-poivre;TARLA_DALAL;Indian Subcontinent
174;banana samosa;samosa à la banane;TARLA_DALAL;Indian Subcontinent
175;banana stem mourkootu;tige de banane mourkootu;TARLA_DALAL;Indian Subcontinent
176;banana vegetable;légume-banane;TARLA_DALAL;Indian Subcontinent
177;bangla khichudi;khichudi bangla;TARLA_DALAL;Indian Subcontinent
178;baraj;baraj;TARLA_DALAL;Indian Subcontinent
179;basen nu shak;basen nu shak;TARLA_DALAL;Indian Subcontinent
180;basil and badam soup;soupe au basilic et au badam;TARLA_DALAL;Indian Subcontinent
181;basil rava idli;idli rava au basilic;TARLA_DALAL;Indian Subcontinent
182;batata ani flower cha rassa;batata ani flower cha rassa;TARLA_DALAL;Indian Subcontinent
183;batata chi bhaji;batata chi bhaji;TARLA_DALAL;Indian Subcontinent
184;batata chips nu shaak;batata chips nu shaak;TARLA_DALAL;Indian Subcontinent
185;batata vada;batata vada;TARLA_DALAL;Indian Subcontinent
186;bateta nu shaak;bateta nu shaak;TARLA_DALAL;Indian Subcontinent
187;bean and pepper tortilla pizza;pizza tortilla aux haricots et aux poivrons;TARLA_DALAL;Indian Subcontinent
188;bean sprout pakodas;pakodas aux germes de soja;TARLA_DALAL;Indian Subcontinent
189;bean toastada;toast aux haricots;TARLA_DALAL;Indian Subcontinent
190;beet root sabji;sabji de racine de betterave;TARLA_DALAL;Indian Subcontinent
191;beetroot chutney;chutney de betterave;TARLA_DALAL;Indian Subcontinent
192;beetroot paneer paratha;paratha de paneer à la betterave rouge;TARLA_DALAL;Indian Subcontinent
193;beetroot parathas;parathas à la betterave;TARLA_DALAL;Indian Subcontinent
194;beetroot rabdi;rabdi de betterave;TARLA_DALAL;Indian Subcontinent
195;beetroot raita;raita de betterave;TARLA_DALAL;Indian Subcontinent
196;beetroot rasam;rasam de betterave;TARLA_DALAL;Indian Subcontinent
197;beetroot sambhar;sambhar de betterave;TARLA_DALAL;Indian Subcontinent
198;beetroot samosa;samosa à la betterave;TARLA_DALAL;Indian Subcontinent
199;beetrrot raita;raita de betrot;TARLA_DALAL;Indian Subcontinent
200;bemisal paneer;paneer bemisal;TARLA_DALAL;Indian Subcontinent
201;bendhi masala;bendhi masala;TARLA_DALAL;Indian Subcontinent
202;bengali baingan bhurta;bengali baingan bhurta;TARLA_DALAL;Indian Subcontinent
203;bengali paneer laddoo;laddoo de paneer bengali;TARLA_DALAL;Indian Subcontinent
204;bengali style okra;okra à la mode bengali;TARLA_DALAL;Indian Subcontinent
205;bengali tomato chutney;chutney bengali à la tomate;TARLA_DALAL;Indian Subcontinent
206;besan ke aloo;besan ke aloo;TARLA_DALAL;Indian Subcontinent
207;besan paneer 65;besan paneer 65;TARLA_DALAL;Indian Subcontinent
208;besan rotis;rotis au besan;TARLA_DALAL;Indian Subcontinent
209;besan sheera;besan sheera;TARLA_DALAL;Indian Subcontinent
210;besan sooji idli;idli chaud au besan;TARLA_DALAL;Indian Subcontinent
211;besani bhindi;besan bhindi;TARLA_DALAL;Indian Subcontinent
212;bhaat na poodla;bhaat na poodla;TARLA_DALAL;Indian Subcontinent
213;bhaat na rasawala muthia;bhaat na rasawala muthia;TARLA_DALAL;Indian Subcontinent
214;bhakarwadi;bhakarwadi;TARLA_DALAL;Indian Subcontinent
215;bhakri;bhakri;TARLA_DALAL;Indian Subcontinent
216;bhapa doi;bhapa doi;TARLA_DALAL;Indian Subcontinent
217;bhappa doi;bhappa doi;TARLA_DALAL;Indian Subcontinent
218;bharleli vaangi;bharleli vaangi;TARLA_DALAL;Indian Subcontinent
219;bharva kakdi ki subzi;bharva kakdi ki subzi;TARLA_DALAL;Indian Subcontinent
220;bharvan baingan;bharvan baingan;TARLA_DALAL;Indian Subcontinent
221;bharvan simla mirch;bharvan simla mirch;TARLA_DALAL;Indian Subcontinent
222;bharven karele amritsari;bharven karele amritsari;TARLA_DALAL;Indian Subcontinent
223;bharwa aloo baingan;bharwa aloo baingan;TARLA_DALAL;Indian Subcontinent
224;bharwan aloo;bharwan aloo;TARLA_DALAL;Indian Subcontinent
225;bharwan baingan;bharwan baingan;TARLA_DALAL;Indian Subcontinent
226;bharwan bhindi;bharwan bhindi;TARLA_DALAL;Indian Subcontinent
227;bharwan paneer chilli pakoda;bharwan paneer chilli pakoda;TARLA_DALAL;Indian Subcontinent
228;bharwan tinde;bharwan tinde;TARLA_DALAL;Indian Subcontinent
229;bhatura;bhatura;TARLA_DALAL;Indian Subcontinent
230;bhavanagari marcha;bhavanagari marcha;TARLA_DALAL;Indian Subcontinent
231;bhavnagri chillies;piments bhavnagri;TARLA_DALAL;Indian Subcontinent
232;bhavnagri kachori;kachori bhavnagri;TARLA_DALAL;Indian Subcontinent
233;bhedawi puri;bhedawi puri;TARLA_DALAL;Indian Subcontinent
234;bhinda ni kadhi;bhinda ni kadhi;TARLA_DALAL;Indian Subcontinent
235;bhinda sambhariya;bhinda sambhariya;TARLA_DALAL;Indian Subcontinent
236;bhindi bharvan;bhindi bharvan;TARLA_DALAL;Indian Subcontinent
237;bhindi do pyaza;bhindi do pyaza;TARLA_DALAL;Indian Subcontinent
238;bhindi fry;alevin de bhindi;TARLA_DALAL;Indian Subcontinent
239;bhindi kali mirch;bhindi kali mirch;TARLA_DALAL;Indian Subcontinent
240;bhindi mappas;bhindi mappas;TARLA_DALAL;Indian Subcontinent
241;bhindi masala;bhindi masala;TARLA_DALAL;Indian Subcontinent
242;bhindi pakodas;bhindi pakodas;TARLA_DALAL;Indian Subcontinent
243;bhindi with mustard paste;bhindi avec pâte de moutarde;TARLA_DALAL;Indian Subcontinent
244;bhujia chaat;bhujia chaat;TARLA_DALAL;Indian Subcontinent
245;bhujia toast;bhujia toast;TARLA_DALAL;Indian Subcontinent
246;bhutta sweet paratha;bhutta sweet paratha;TARLA_DALAL;Indian Subcontinent
247;bhutte ka paratha;bhutte ka paratha;TARLA_DALAL;Indian Subcontinent
248;bikaneri bhujia;bikaneri bhujia;TARLA_DALAL;Indian Subcontinent
249;bise bela bhath;bise bela bhath;TARLA_DALAL;Indian Subcontinent
250;bisi bele bath;bain de bisi bele;TARLA_DALAL;Indian Subcontinent
251;bisi bele huli anna;bisi bele huli anna;TARLA_DALAL;Indian Subcontinent
252;bittergourd pitlai;pitlai d'amertume;TARLA_DALAL;Indian Subcontinent
253;black chole;chole noir;TARLA_DALAL;Indian Subcontinent
254;black eyed beans and paneer;haricots à œil noir et paneer;TARLA_DALAL;Indian Subcontinent
255;black pepper lemon tea;thé au poivre noir et au citron;TARLA_DALAL;Indian Subcontinent
256;bole;bole;TARLA_DALAL;Indian Subcontinent
257;boondi and pomegranate raita;boondi et raita de grenade;TARLA_DALAL;Indian Subcontinent
258;boondi laddu with jaggery;boondi laddu avec jaggery;TARLA_DALAL;Indian Subcontinent
259;bottle guard raita;raita de garde-bouteille;TARLA_DALAL;Indian Subcontinent
260;bread idli;pain idli;TARLA_DALAL;Indian Subcontinent
261;bread khaman;pain khaman;TARLA_DALAL;Indian Subcontinent
262;bread kofta;kofta au pain;TARLA_DALAL;Indian Subcontinent
263;bread paratha;paratha de pain;TARLA_DALAL;Indian Subcontinent
264;bread tartlets;tartelettes de pain;TARLA_DALAL;Indian Subcontinent
265;bread tikki;tikki au pain;TARLA_DALAL;Indian Subcontinent
266;brinjal dal;dal de brinjal;TARLA_DALAL;Indian Subcontinent
267;brinjal discs;disques de brinjal;TARLA_DALAL;Indian Subcontinent
268;brinjal fry;brinjal frit;TARLA_DALAL;Indian Subcontinent
269;brinjal kotsu;brinjal kotsu;TARLA_DALAL;Indian Subcontinent
270;brinjal onion kofta pulao;brinjal oignon kofta pulao;TARLA_DALAL;Indian Subcontinent
271;brinjal or eggplant fry;brinjal ou aubergine frites;TARLA_DALAL;Indian Subcontinent
272;brinjal rasavangy;brinjal rasavangy;TARLA_DALAL;Indian Subcontinent
273;brinjal soup;soupe de brinjal;TARLA_DALAL;Indian Subcontinent
274;broad beans with methi;fèves avec methi;TARLA_DALAL;Indian Subcontinent
275;broccoli and cheese parathas;parathas au brocoli et au fromage;TARLA_DALAL;Indian Subcontinent
276;broccoli crepes with mexican green sauce;crêpes au brocoli avec sauce verte mexicaine;TARLA_DALAL;Indian Subcontinent
277;broccoli kofta;kofta de brocoli;TARLA_DALAL;Indian Subcontinent
278;broccoli paruppu usili;brocoli paruppu usili;TARLA_DALAL;Indian Subcontinent
279;broccoli, bell pepper and cheese quesadillas;quesadillas au brocoli  au poivron et au fromage;TARLA_DALAL;Indian Subcontinent
280;brocolli parathe;paratha au brocoli;TARLA_DALAL;Indian Subcontinent
281;brown rice kheer;kheer de riz brun;TARLA_DALAL;Indian Subcontinent
282;buckwheat dosa;dosa de sarrasin;TARLA_DALAL;Indian Subcontinent
283;buckwheat paratha;paratha de sarrasin;TARLA_DALAL;Indian Subcontinent
284;bulgur wheat and vegetable khichdi;khichdi de blé bulgur et de légumes;TARLA_DALAL;Indian Subcontinent
285;bund gobi aur matter;bund gobi aur matter;TARLA_DALAL;Indian Subcontinent
286;bundi payas;bundi payas;TARLA_DALAL;Indian Subcontinent
287;butter garlic naan;naan à l'ail et au beurre;TARLA_DALAL;Indian Subcontinent
288;butter milk khichdi;khichdi au beurre et au lait;TARLA_DALAL;Indian Subcontinent
289;butter milk rasam;beurre lait rasam;TARLA_DALAL;Indian Subcontinent
290;butter murukku;murukku au beurre;TARLA_DALAL;Indian Subcontinent
291;butter palak paneer;palak paneer au beurre;TARLA_DALAL;Indian Subcontinent
292;butter paneer masala;paneer masala au beurre;TARLA_DALAL;Indian Subcontinent
293;butter paneer mattar;mattar de paneer au beurre;TARLA_DALAL;Indian Subcontinent
294;buttermilk rasam;rasam au babeurre;TARLA_DALAL;Indian Subcontinent
295;cabbage and dal parathas;parathas au chou et au dal;TARLA_DALAL;Indian Subcontinent
296;cabbage and paneer parathas;chou et pane;TARLA_DALAL;Indian Subcontinent
297;cabbage and paneer rolls;rouleaux de choux et de paneer;TARLA_DALAL;Indian Subcontinent
298;cabbage and paneer salad;salade de chou et de paneer;TARLA_DALAL;Indian Subcontinent
299;cabbage batate nu shaak;batate nu shaak de chou;TARLA_DALAL;Indian Subcontinent
300;cabbage foogath;foogath aux choux;TARLA_DALAL;Indian Subcontinent
301;cabbage ghughras;ghughras au chou;TARLA_DALAL;Indian Subcontinent
302;cabbage idli;idli au chou;TARLA_DALAL;Indian Subcontinent
303;cabbage kachumber;kachumber aux choux;TARLA_DALAL;Indian Subcontinent
304;cabbage masala;masala aux choux;TARLA_DALAL;Indian Subcontinent
305;cabbage paratha;paratha au chou;TARLA_DALAL;Indian Subcontinent
306;cabbage poriyal;poriyal au chou;TARLA_DALAL;Indian Subcontinent
307;cabbage soup recipe;recette de soupe au chou;TARLA_DALAL;Indian Subcontinent
308;cabbage thoren;thoren de chou;TARLA_DALAL;Indian Subcontinent
309;cabbage vatana nu shaak;chou vatana nu shaak;TARLA_DALAL;Indian Subcontinent
310;cabbage yogurt gravy;sauce au yaourt et aux choux;TARLA_DALAL;Indian Subcontinent
311;capsicum and cheese parathas;parathas au poivron et au fromage;TARLA_DALAL;Indian Subcontinent
312;capsicum and onion chutney;chutney au poivron et à l'oignon;TARLA_DALAL;Indian Subcontinent
313;capsicum and paneer delight;Délice de poivrons et de paneer;TARLA_DALAL;Indian Subcontinent
314;capsicum and pineapple vegetable;légumes au poivron et à l'ananas;TARLA_DALAL;Indian Subcontinent
315;capsicum coconut dry gravy;sauce sèche au poivron et à la noix de coco;TARLA_DALAL;Indian Subcontinent
316;capsicum fry;Capsicum fry;TARLA_DALAL;Indian Subcontinent
317;capsicum poriyal;poivron poriyal;TARLA_DALAL;Indian Subcontinent
318;capsicum rings;anneaux de poivron;TARLA_DALAL;Indian Subcontinent
319;cardamom lassi;lassi à la cardamome;TARLA_DALAL;Indian Subcontinent
320;carrot and cashew payassam;carotte et noix de cajou payassam;TARLA_DALAL;Indian Subcontinent
321;carrot and date salad;salade de carottes et de dattes;TARLA_DALAL;Indian Subcontinent
322;carrot chili achaar;achaar de carottes au chili;TARLA_DALAL;Indian Subcontinent
323;carrot chutney;chutney de carottes;TARLA_DALAL;Indian Subcontinent
324;carrot cucumber curd rice;riz au lait caillé carotte-concombre;TARLA_DALAL;Indian Subcontinent
325;carrot dosa;dosa aux carottes;TARLA_DALAL;Indian Subcontinent
326;carrot halwa;carotte halwa;TARLA_DALAL;Indian Subcontinent
327;carrot kheer;kheer aux carottes;TARLA_DALAL;Indian Subcontinent
328;carrot payasam;payasam aux carottes;TARLA_DALAL;Indian Subcontinent
329;carrot peas stuffed paratha;paratha farci aux carottes et aux pois;TARLA_DALAL;Indian Subcontinent
330;carrot pickle;pickle aux carottes;TARLA_DALAL;Indian Subcontinent
331;carrot, cucumber and curd rice;riz aux carottes concombres et lait caillé;TARLA_DALAL;Indian Subcontinent
332;cashew curry;curry de noix de cajou;TARLA_DALAL;Indian Subcontinent
333;cashew nut and tomato chutney;chutney de noix de cajou et tomate;TARLA_DALAL;Indian Subcontinent
334;cauliflower and aloo gravy;chou-fleur et sauce aloo;TARLA_DALAL;Indian Subcontinent
335;cauliflower and green peas ambat;chou-fleur et pois verts ambat;TARLA_DALAL;Indian Subcontinent
336;cauliflower bhanolu;chou-fleur bhanolu;TARLA_DALAL;Indian Subcontinent
337;cauliflower nu bhanolu;chou-fleur nu bhanolu;TARLA_DALAL;Indian Subcontinent
338;cauliflower parathas;parathas au chou-fleur;TARLA_DALAL;Indian Subcontinent
339;cauliflower with peanut sauce;chou-fleur à la sauce arachide;TARLA_DALAL;Indian Subcontinent
340;caulilower paratha;paratha de chou-fleur;TARLA_DALAL;Indian Subcontinent
341;chaas;chaas;TARLA_DALAL;Indian Subcontinent
342;chaawal ke parathe;chaawal ke parathe;TARLA_DALAL;Indian Subcontinent
343;chakli;chakli;TARLA_DALAL;Indian Subcontinent
344;chana dal and coconut laddu;chana dal et laddu à la noix de coco;TARLA_DALAL;Indian Subcontinent
345;chana dal aur gur chawal;chana dal aur gur chawal;TARLA_DALAL;Indian Subcontinent
346;chana dal halwa;chana dal halwa;TARLA_DALAL;Indian Subcontinent
